17855547	113505
17855739	136836
17855752	103730
17855902	606202
17856195	104750
17856511	248610
17856968	103720
17857727	164761
17858963	136132
17859515	111000
17860403	601762
17860404	601762
17860424	601763
17860505	605010
17876142	602447
28362286	607786
28362459	111100
28362692	107776
28374544	603693
28399447	122720
28399504	124020
28399653	111200
28730837	606989
28756986	604395
28897672	113705
28903098	605882
28904921	607585
28928868	134934
28928869	134934
28928870	136435
28928871	136435
28928872	137167
28928873	138130
28928874	138160
28928875	141800
28928876	141800
28928877	141800
28928878	141800
28928879	141800
28928880	141800
28928881	141800
28928882	141800
28928883	141800
28928884	141800
28928885	141800
28928886	141800
28928887	141850
28928888	141850
28928889	141850
28928890	142983
28928891	142989
28928892	142989
28928893	148066
28928894	148067
28928895	148067
28928896	148069
28928897	148069
28928898	148069
28928899	148069
28928900	150330
28928901	150330
28928902	150330
28928903	150330
28928904	152427
28928905	152427
28928906	154550
28928907	159530
28928908	159530
28928909	159991
28928910	162280
28929468	107300
28929469	107300
28929470	107400
28929471	107400
28929472	107400
28929473	107400
28929474	107400
28929475	107400
28929476	107680
28929477	107777
28929478	108740
28929479	108961
28929480	109270
28929481	118490
28929482	118490
28929483	609309
28929485	121011
28929486	121300
28929487	121300
28929488	122500
28929489	123590
28929490	123740
28929491	124015
28929492	125485
28929493	130130
28929494	130130
28929495	131550
28929496	133530
28929497	134370
28929498	134637
28929499	134637
28929500	134797
28929501	134797
28929768	100725
28930068	114208
28930069	114208
28930070	118490
28930071	118490
28930072	120220
28930073	120436
28930074	124080
28930075	125660
28930076	134797
28930970	608958
28930971	608958
28930972	608958
28930973	608958
28930974	103000
28930975	103600
28930976	103600
28930977	104311
28930978	107300
28931568	107400
28931569	107400
28931570	107400
28931571	107400
28931572	107400
28931573	107680
28931574	107680
28931575	107680
28931576	107741
28931577	107741
28931578	107741
28931579	107741
28931580	107777
28931581	108961
28931582	108961
28931583	109270
28931584	109270
28931585	109270
28931586	109535
28931587	114208
28931588	116806
28931589	116806
28931590	116897
28931591	118504
28931592	121011
28931593	121011
28931594	121011
28931595	121011
28931596	121014
28931597	121014
28931598	121014
28931599	121014
28931600	121014
28931601	121014
28931602	121050
28931603	121300
28931604	123680
28931605	123690
28931606	124015
28931607	124015
28931608	124015
28931609	124080
28931610	125647
28931611	130130
28931612	131100
28931613	131222
28931614	134934
28931615	134934
28932472	176830
28932768	137780
28932769	137780
28932770	138430
28932771	139150
28932772	139150
28932773	160741
28932774	160781
28932775	164860
28932776	164860
28932777	164860
28932778	164860
28933068	134934
28933069	136850
28933070	137164
28933071	137780
28933072	138491
28933073	138491
28933074	138850
28933075	139360
28933076	142000
28933077	142000
28933078	142250
28933079	142250
28933080	142250
28933081	142983
28933082	142989
28933083	147670
28933084	147670
28933085	147670
28933086	147670
28933087	148041
28933088	148069
28933089	148069
28933090	150330
28933091	150330
28933092	150330
28933093	150330
28933094	151670
28933095	152427
28933096	156225
28933097	156570
28933098	160760
28933099	160781
28933100	164008
28933101	164860
28933368	164870
28933369	164870
28933370	164870
28933371	164920
28933372	165240
28933373	167416
28933374	170280
28933375	170280
28933376	170280
28933377	173515
28933378	173515
28933379	175100
28933380	175100
28933381	176260
28933382	176260
28933383	176260
28933384	176261
28933385	176640
28933386	176876
28933388	176876
28933389	177400
28933390	177400
28933391	179060
28933392	179615
28933393	179615
28933394	180380
28933395	180380
28933396	180901
28933397	180901
28933398	182340
28933399	182340
28933400	182340
28933401	182340
28933402	185620
28933403	187680
28933404	188040
28933405	188840
28933406	190020
28933407	190080
28933408	190160
28933668	306700
28933669	306700
28933670	306700
28933671	306700
28933672	306700
28933673	306700
28933674	306700
28933675	306700
28933676	306700
28933677	306700
28933678	306700
28933679	306700
28933680	306700
28933681	306700
28933682	306700
28933683	308840
28933684	310600
28933685	310600
28933686	311800
28933687	312600
28933688	314200
28933689	314200
28933690	314850
28933691	314998
28933692	600046
28933693	600119
28933694	600119
28933695	600179
28933696	600276
28933697	600276
28933698	600276
28933699	600310
28933968	164920
28933969	164920
28933970	167416
28933971	167416
28933972	167416
28933973	170280
28933974	171760
28933975	171760
28933976	172480
28933977	173335
28933978	173445
28933979	176300
28933980	176300
28933981	176300
28933982	176300
28933983	176300
28933984	176705
28933985	176730
28933986	176860
28933987	176860
28933988	177070
28933989	180090
28933990	180090
28933991	180297
28933992	180380
28933993	180380
28933994	180380
28933995	180380
28933996	180901
28933997	180901
28933998	180901
28933999	180901
28934000	180901
28934001	180901
28934002	182340
28934003	182389
28934004	182860
28934005	182860
28934006	182870
28934268	190180
28934269	191010
28934270	191010
28934271	191170
28934272	203200
28934273	228000
28934274	230500
28934275	236200
28934276	261600
28934277	276600
28934278	276710
28934568	190182
28934569	190450
28934570	190450
28934571	191170
28934572	191170
28934573	191170
28934574	191170
28934575	191170
28934576	191170
28934577	191170
28934578	191170
28934579	191290
28934580	191290
28934581	191290
28934582	191845
28934583	191845
28934584	191845
28934585	201475
28934586	202010
28934587	209901
28934588	211100
28934589	212138
28934590	217000
28934591	218030
28934592	218030
28934593	218030
28934594	218030
28934595	235200
28934596	235200
28934597	235200
28934598	238300
28934601	609019
28934602	609018
28934603	256540
28934604	609506
28934605	609506
28934606	609506
28934607	609506
28934608	264900
28934609	264900
28934610	276903
28934611	300552
28934868	190160
28934869	190182
28934870	191044
28934871	191044
28934872	191092
28934873	191170
28934874	191170
28934875	191170
28934876	191350
28934877	191740
28934878	192340
28934879	193400
28934880	201810
28934881	609010
28934882	609010
28934883	609014
28934884	609014
28934885	230500
28934886	230500
28934887	232050
28934888	235200
28934889	235200
28934890	235200
28934891	236200
28934892	236200
28934893	238600
28934894	246450
28934895	248611
28934896	251170
28934897	251170
28934898	261600
28934899	261600
28934900	261600
28934901	264900
28934902	276000
28934903	276903
28934904	300005
28934905	300005
28934906	300005
28934907	300005
28934908	300005
28935168	300005
28935169	300017
28935170	300035
28935171	300075
28935172	300121
28935173	300126
28935174	300205
28935175	300275
28935176	300300
28935177	300307
28935178	300392
28935179	300414
28935180	300473
28935181	300481
28935182	300481
28935183	300485
28935184	300490
28935185	300500
28935186	300502
28935187	300502
28935188	300502
28935189	301300
28935190	301300
28935191	301500
28935192	301500
28935193	301500
28935194	301500
28935195	301500
28935196	301500
28935197	301500
28935198	301500
28935199	303800
28935200	303900
28935201	306700
28935202	306700
28935203	306700
28935204	306700
28935205	306700
28935206	306700
28935207	306700
28935208	306700
28935209	306700
28935210	306700
28935211	306700
28935212	306700
28935213	306700
28935214	306700
28935215	306700
28935216	306700
28935468	300005
28935469	300017
28935470	300017
28935471	300017
28935472	300017
28935473	300017
28935474	300180
28935475	300256
28935476	300256
28935477	300292
28935478	300300
28935479	300382
28935480	300383
28935481	300473
28935482	300473
28935483	300474
28935484	301300
28935485	301500
28935486	301500
28935487	301500
28935488	301500
28935489	301500
28935490	301500
28935491	301500
28935492	301500
28935493	301500
28935494	301500
28935495	301500
28935496	300538
28935497	305400
28935498	305400
28935499	306700
28935768	167790
28935769	179060
28935770	190070
28936068	300011
28936069	300035
28936070	300035
28936071	300035
28936072	300126
28936073	300205
28936074	300382
28936075	300382
28936076	300382
28936077	300382
28936078	300382
28936079	300392
28936080	300401
28936081	300502
28936082	301500
28936083	306700
28936368	600310
28936369	600415
28936370	600509
28936371	600509
28936372	600528
28936373	600528
28936374	600528
28936375	600650
28936376	600650
28936377	600726
28936378	600726
28936379	600759
28936380	600759
28936381	600871
28936382	600871
28936383	600900
28936384	600900
28936385	600900
28936386	600900
28936387	600968
28936388	600968
28936389	600968
28936390	600970
28936391	600970
28936392	600993
28936393	600993
28936394	600993
28936395	600997
28936396	601002
28936397	601146
28936398	601284
28936399	601284
28936400	601284
28936401	601284
28936402	601284
28936403	601309
28936404	601309
28936405	601309
28936406	601465
28936407	601487
28936408	601542
28936409	601542
28936410	601545
28936411	601545
28936412	601615
28936413	601771
28936414	601771
28936415	601785
28936416	601802
28936668	600310
28936669	600310
28936670	600584
28936671	600635
28936672	600635
28936673	600650
28936674	600650
28936675	600725
28936676	600923
28936677	600923
28936678	600937
28936679	600950
28936680	601059
28936681	601059
28936682	601097
28936683	601146
28936684	601199
28936685	601253
28936686	601253
28936687	601284
28936688	601284
28936689	601545
28936690	601615
28936691	601615
28936692	601618
28936693	601618
28936694	601652
28936695	601687
28936696	601719
28936697	601758
28936698	601758
28936699	601762
28936700	601771
28936701	601771
28936702	601802
28936703	601802
28936704	601802
28936968	306700
28936969	306700
28936970	306700
28936971	600163
28936972	600287
28937268	306700
28937269	306700
28937270	306700
28937271	306700
28937272	306700
28937273	306700
28937274	306700
28937275	306700
28937276	306700
28937277	306700
28937278	306700
28937279	306700
28937280	306700
28937281	306700
28937282	306700
28937283	306700
28937284	306700
28937285	306700
28937286	306700
28937287	306700
28937288	306700
28937289	306700
28937290	306700
28937291	306700
28937292	306700
28937293	306700
28937294	306700
28937295	306700
28937296	306700
28937297	306700
28937298	306700
28937299	306700
28937300	306700
28937301	306700
28937302	306700
28937303	306700
28937304	306700
28937305	306700
28937306	306700
28937307	306700
28937308	306700
28937309	308700
28937310	309900
28937311	309900
28937312	314200
28937313	600046
28937314	600046
28937315	600140
28937316	600163
28937317	600163
28937318	600163
28937319	600163
28937320	600234
28937321	600276
28937322	600287
28937323	600287
28937568	602195
28937569	602195
28937570	602311
28937571	602365
28937572	602438
28937573	602438
28937574	602566
28937575	602617
28937576	602690
28937577	602690
28937578	602700
28937579	602938
28937580	602991
28937581	603009
28937582	603094
28937583	603324
28937584	603372
28937585	603381
28937586	603381
28937587	603381
28937588	603537
28937589	603537
28937590	603647
28937591	603681
28937592	603779
28937593	603799
28937594	603824
28937595	603941
28937596	603945
28937597	604103
28937598	604272
28937868	604272
28937869	604327
28937870	604395
28937871	604395
28937872	604418
28937873	604485
28937874	604619
28937875	604896
28937876	605086
28937877	605294
28937878	605294
28937879	605294
28937880	605371
28937881	605380
28937882	605380
28937883	605446
28937884	605597
28937885	605597
28937886	605881
28937887	606075
28937888	606119
28937889	606119
28937890	606201
28937891	606201
28937892	606201
28937893	606201
28937894	606201
28937895	606201
28937896	606416
28937897	606551
28937898	606580
28937899	606580
28937900	606596
28937901	606596
28937902	606596
28937903	606596
28937904	606596
28937905	606596
28937906	606598
28937907	606702
28937908	606761
28937909	606800
28938168	601814
28938169	602026
28938170	602104
28938171	602104
28938172	602533
28938173	602743
28938174	602858
28938175	603196
28938176	603868
28938468	600374
28938469	600509
28938470	600570
28938471	600617
28938472	601002
28938473	601691
28938474	601719
28938475	601785
28939068	604312
28939069	604386
28939070	604386
28939071	604395
28939072	604580
28939073	604580
28939074	604580
28939075	604619
28939076	604653
28939077	604780
28939078	604780
28939079	605086
28939080	605145
28939081	605239
28939082	605290
28939083	605353
28939084	605511
28939085	605573
28939086	605646
28939087	605881
28939088	606157
28939089	606347
28939090	606368
28939091	606397
28939092	606418
28939093	606418
28939094	606439
28939095	606597
28939096	606597
28939097	606628
28939098	606639
28939099	606702
28939100	606800
28939368	604277
28939369	604366
28939370	604580
28939371	604580
28939372	604580
28939373	604580
28939374	604638
28939375	604638
28939376	604638
28939377	605799
28939378	605907
28939379	605978
28939380	606202
28939381	606347
28939382	606655
28939383	606702
28939384	606725
28939668	601920
28939669	601928
28939670	601969
28939671	602026
28939672	602026
28939673	602026
28939674	602026
28939675	602054
28939676	602109
28939677	602109
28939678	602136
28939679	602141
28939680	602195
28939681	602195
28939682	602225
28939683	602235
28939684	602235
28939685	602397
28939686	602397
28939687	602403
28939688	602432
28939689	602432
28939690	602574
28939691	602574
28939692	602575
28939693	602630
28939694	602686
28939695	602716
28939696	602744
28939697	602744
28939698	602858
28939699	602997
28939700	603009
28939701	603234
28939702	603234
28939703	603248
28939704	603248
28939705	603377
28939706	603381
28939707	603381
28939708	603506
28939709	603506
28939710	603537
28939711	603646
28939712	603722
28939713	603824
28939714	603846
28939715	603851
28939716	603851
28939717	603945
28939718	603951
28939719	604161
28939720	604210
28940268	607800
28940269	607800
28940270	607800
28940271	607800
28940272	607817
28940273	607854
28940274	607854
28940275	607854
28940276	607854
28940277	607854
28940278	607854
28940279	608034
28940280	608102
28940281	608136
28940282	608160
28940283	608307
28940284	608309
28940285	608309
28940286	608310
28940287	608310
28940288	608348
28940289	608451
28940290	608465
28940291	608507
28940292	608507
28940293	608507
28940294	608507
28940295	608507
28940296	608507
28940297	608537
28940298	608537
28940299	608537
28940300	608537
28940301	608537
28940302	608547
28940303	608547
28940304	608547
28940305	608547
28940306	608568
28940307	608568
28940308	608666
28940309	608771
28940310	608771
28940311	608815
28940312	608815
28940313	608830
28940314	608830
28940315	608830
28940568	607800
28940569	607837
28940570	607854
28940571	607922
28940572	607922
28940573	607998
28940574	608034
28940575	608072
28940576	608072
28940577	608107
28940578	608107
28940579	608107
28940580	608107
28940581	608107
28940582	608272
28940583	608272
28940584	608272
28940585	608310
28940586	608374
28940587	608455
28940588	608750
28940589	608786
28940590	608786
28940591	608786
28940868	606800
28940869	606822
28940870	606860
28940871	606869
28940872	606885
28940873	606885
28940874	606885
28940875	606885
28940876	606933
28940877	606933
28940878	606933
28940879	606933
28940880	606933
28940881	606933
28940882	606953
28940883	606953
28940884	606953
28940885	606953
28940886	606967
28940887	606967
28940888	606967
28940889	607036
28940890	607108
28940891	607215
28940892	607397
28940893	607574
28940894	607574
28940895	607574
28940896	607606
28940897	607623
28941468	607854
28941469	607854
28941470	608221
28941471	608222
28941472	608310
28941473	608310
28941474	608313
28941475	608465
28941476	608508
28941477	608512
28941768	606806
28941769	606847
28941770	606869
28941771	606869
28941772	606873
28941773	606885
28941774	606938
28941775	606938
28941776	606945
28941777	607102
28941778	607102
28941779	607102
28941780	607170
28941781	607237
28941782	607423
28941783	607474
28941784	607568
28941785	607657
28941786	607657
28942068	606822
28942069	606829
28942070	606829
28942071	606869
28942072	606869
28942073	606873
28942074	606882
28942075	606882
28942076	606882
28942077	606897
28942078	606945
28942079	606945
28942080	606945
28942081	606945
28942082	606945
28942083	606945
28942084	606945
28942085	606945
28942086	606945
28942087	606967
28942088	607035
28942089	607102
28942090	607144
28942091	607170
28942092	607170
28942093	607199
28942094	607199
28942095	607199
28942096	607237
28942097	607237
28942098	607393
28942099	607444
28942100	607474
28942101	607585
28942102	607585
28942103	607585
28942104	607623
28942105	607623
28942106	607623
28942107	607623
28942108	607623
28942109	607690
28942110	607690
28942111	607786
28942112	607786
28942113	607788
28942114	607788
28989181	602860
28989182	602860
28989183	602860
28989185	602860
28989186	602860
28989187	602860
28997576	601593
28999110	100725
28999111	102560
28999112	102560
28999113	102600
28999114	103220
28999968	184757
28999969	190160
28999970	190160
28999971	190160
29001566	180380
29001567	180380
29001571	602195
29001584	608465
29001611	187680
29001637	180380
29001646	187680
29001653	180380
29001665	608465
29001685	601105
